City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
546,qusmuryn,52.4503,64.6311,12.4,60,12,3.45,KZ,Sun Oct  1 10:36:31 2023
547,floro,61.5996,5.0328,12.04,66,75,5.14,NO,Sun Oct  1 10:36:32 2023
548,sambava,-14.2667,50.1667,23.83,84,38,2.44,MG,Sun Oct  1 10:36:32 2023
549,ust'-kut,56.7938,105.7672,-1.98,88,19,2.24,RU,Sun Oct  1 10:36:32 2023
550,rawatbhata,24.9333,75.5833,27.33,35,23,0.86,IN,Sun Oct  1 10:36:32 2023
551,nelson bay,-32.7167,152.15,20.06,88,79,10.73,AU,Sun Oct  1 10:36:33 2023
552,canchungo,12.0672,-16.0333,33.07,55,100,0.85,GW,Sun Oct  1 10:36:33 2023
553,laojunmiao,39.8333,97.7333,11.14,27,71,1.27,CN,Sun Oct  1 10:36:33 2023
554,hasaki,35.7333,140.8333,22.38,71,100,7.6,JP,Sun Oct  1 10:36:33 2023
555,sinop,41.7711,34.8709,16.31,89,100,1.8,TR,Sun Oct  1 10:36:33 2023
556,cururupu,-1.8283,-44.8683,30.02,60,100,3.79,BR,Sun Oct  1 10:36:33 2023
557,chegdomyn,51.1167,133.0167,6.29,88,99,1.79,RU,Sun Oct  1 10:32:20 2023
558,canutama,-6.5339,-64.3831,38.81,32,15,1.3,BR,Sun Oct  1 10:36:34 2023
559,san antonio oeste,-40.7319,-64.9477,18.95,33,100,7.61,AR,Sun Oct  1 10:36:34 2023
560,kimbe,-5.5502,150.1429,24.25,92,93,1.81,PG,Sun Oct  1 10:36:34 2023
561,tiszaalpar,46.8128,19.9984,21.31,53,100,4.37,HU,Sun Oct  1 10:36:34 2023
562,axim,4.8699,-2.2405,26.86,81,46,5.05,GH,Sun Oct  1 10:36:34 2023
563,ferkessedougou,9.6,-5.2,32.81,52,36,2.3,CI,Sun Oct  1 10:36:35 2023
564,letterkenny,54.95,-7.7333,17.94,70,1,5.54,IE,Sun Oct  1 10:36:35 2023
565,colonia,50.9333,6.95,27.46,54,0,3.6,DE,Sun Oct  1 10:33:27 2023
566,deming,32.2687,-107.7586,15.94,72,0,1.54,US,Sun Oct  1 10:36:35 2023
567,khabarovsk,48.4808,135.0928,9.7,93,40,4.02,RU,Sun Oct  1 10:35:50 2023
568,rong kwang,18.339,100.3174,24.07,97,96,0.73,TH,Sun Oct  1 10:36:35 2023
569,awjilah,29.1081,21.2869,29.82,29,58,5.29,LY,Sun Oct  1 10:36:36 2023
